#
#
#
#
#
#
#
#
#
#
#
#
3.000000000000000000e+03 0.000000000000000000e+00
3.008008008008007891e+03 0.000000000000000000e+00
3.016016016016016238e+03 0.000000000000000000e+00
3.024024024024024129e+03 0.000000000000000000e+00
3.032032032032032021e+03 0.000000000000000000e+00
3.040040040040039912e+03 0.000000000000000000e+00
3.048048048048048258e+03 0.000000000000000000e+00
3.056056056056056150e+03 0.000000000000000000e+00
3.064064064064064041e+03 0.000000000000000000e+00
3.072072072072071933e+03 0.000000000000000000e+00
3.080080080080080279e+03 0.000000000000000000e+00
3.088088088088088170e+03 0.000000000000000000e+00
3.096096096096096062e+03 0.000000000000000000e+00
3.104104104104103953e+03 0.000000000000000000e+00
3.112112112112112300e+03 0.000000000000000000e+00
3.120120120120120191e+03 0.000000000000000000e+00
3.128128128128128083e+03 0.000000000000000000e+00
3.136136136136135974e+03 0.000000000000000000e+00
3.144144144144144320e+03 0.000000000000000000e+00
3.152152152152152212e+03 0.000000000000000000e+00
3.160160160160160103e+03 0.000000000000000000e+00
3.168168168168167995e+03 0.000000000000000000e+00
3.176176176176176341e+03 0.000000000000000000e+00
3.184184184184184232e+03 0.000000000000000000e+00
3.192192192192192124e+03 0.000000000000000000e+00
3.200200200200200015e+03 0.000000000000000000e+00
3.208208208208208362e+03 0.000000000000000000e+00
3.216216216216216253e+03 0.000000000000000000e+00
3.224224224224224145e+03 0.000000000000000000e+00
3.232232232232232491e+03 0.000000000000000000e+00
3.240240240240240382e+03 0.000000000000000000e+00
3.248248248248248274e+03 0.000000000000000000e+00
3.256256256256256165e+03 0.000000000000000000e+00
3.264264264264264057e+03 0.000000000000000000e+00
3.272272272272272403e+03 0.000000000000000000e+00
3.280280280280280294e+03 0.000000000000000000e+00
3.288288288288288186e+03 0.000000000000000000e+00
3.296296296296296532e+03 0.000000000000000000e+00
3.304304304304304424e+03 0.000000000000000000e+00
3.312312312312312315e+03 0.000000000000000000e+00
3.320320320320320207e+03 0.000000000000000000e+00
3.328328328328328553e+03 0.000000000000000000e+00
3.336336336336336444e+03 0.000000000000000000e+00
3.344344344344344336e+03 0.000000000000000000e+00
3.352352352352352227e+03 0.000000000000000000e+00
3.360360360360360573e+03 0.000000000000000000e+00
3.368368368368368465e+03 0.000000000000000000e+00
3.376376376376376356e+03 0.000000000000000000e+00
3.384384384384384248e+03 0.000000000000000000e+00
3.392392392392392594e+03 0.000000000000000000e+00
3.400400400400400486e+03 0.000000000000000000e+00
3.408408408408408377e+03 0.000000000000000000e+00
3.416416416416416268e+03 0.000000000000000000e+00
3.424424424424424615e+03 0.000000000000000000e+00
3.432432432432432506e+03 0.000000000000000000e+00
3.440440440440440398e+03 0.000000000000000000e+00
3.448448448448448289e+03 0.000000000000000000e+00
3.456456456456456635e+03 0.000000000000000000e+00
3.464464464464464527e+03 0.000000000000000000e+00
3.472472472472472418e+03 0.000000000000000000e+00
3.480480480480480765e+03 0.000000000000000000e+00
3.488488488488488656e+03 0.000000000000000000e+00
3.496496496496496547e+03 0.000000000000000000e+00
3.504504504504504439e+03 0.000000000000000000e+00
3.512512512512512330e+03 0.000000000000000000e+00
3.520520520520520677e+03 0.000000000000000000e+00
3.528528528528528568e+03 0.000000000000000000e+00
3.536536536536536460e+03 0.000000000000000000e+00
3.544544544544544806e+03 0.000000000000000000e+00
3.552552552552552697e+03 0.000000000000000000e+00
3.560560560560560589e+03 0.000000000000000000e+00
