#SELECT * FROM minijpas.TileImage
"TILE_ID","FILTER_ID","REF_TILE_ID","name","RA","DEC","hpix5","ZPT","ERRZPT","CALIB_PROCEDURE","NOISE","NOISE_RMS","ADULEVEL","ADULEVEL_RMS","NCOMBINED","TEXPOSED","EFECTIME","EXPTIME","FWHMG","FWHMG_RMS","FWHM_MIN","FWHM_MAX","FWHM_MEAN","MOFFATBETA_MEAN","ELLIPTICITY_MEAN","PIXSCALE","DATASUM","CHECKSUM","SINGLE_CATALOGUE_DATASUM","DUAL_CATALOGUE_DATASUM","DEPTH2FWHM5S","DEPTH3ARC5S","DEPTHARCSEC2","M50S","KS","M50G","KG","APER_COR_6_0","OBSERVATION_DATES"
2281,31,2243,"AEGIS002-v201912_J0670_swp",214.828485277,52.8487225,2856,22.8780003,0.0399999991,5,0.00760000013,0.000600000028,0.00100000005,0.00100000005,12,1440.0,1249.06995,1.0,1.38600004,0.0359999985,1.25741994,1.53776002,1.30774999,3.31490993,0.0147352004,0.2267,469086998,"nao2nVn2nan2nUn2",3748589380,2527493537,23.9044209,23.7555046,24.8171692,22.8375988,6.75692701,22.3742447,4.6111455,-0.0854808986,20180610230514 20190618223738 20190629010804 20190629011643 20180610230303 20190618223529 20190618224158 20190629011357 20180610230036 20180610230724 20190618223947 20190629011133
2306,54,2243,"AEGIS002-v201912_J0900_swp",214.828485277,52.8487225,2856,21.9850006,0.0399999991,5,0.0214000009,0.00139999995,-0.00100000005,0.00300000003,8,960.0,942.059998,1.0,2.4000001,0.263999999,1.82666004,2.97913003,2.29731011,9.95610046,0.0276581999,0.2267,3631430222,"WdAAaZ61WdA8aZ58",1727580102,3033009957,21.2756824,21.7385044,22.800169,20.2566166,5.32402992,19.7785625,4.7461257,-0.086605303,20181001195519 20181001194647 20181001195314 20181001195931 20181001194442 20181001195104 20181001195727 20181001194900
2307,56,2243,"AEGIS002-v201912_J1007_swp",214.828485277,52.8487225,2856,23.1580009,0.0399999991,5,0.0511999987,0.0027999999,-0.00200000009,0.00800000038,7,840.0,837.190002,1.0,1.44200003,0.0930000022,1.24963999,1.88285005,1.31789005,2.8464601,0.0226083007,0.2267,2277941571,"caS9daR6caR6caR6",4156013854,708904486,22.1048927,21.9643631,23.0260296,21.0173874,6.55982494,20.4367542,3.91257882,-0.0867836997,20181002190959 20181002191621 20181002192244 20181002191411 20181002192039 20181002191207 20181002191825
2308,33,2241,"AEGIS001-v201912_J0690_swp",214.282520625,52.5143375,2856,22.6809998,0.0399999991,5,0.0219999999,0.0013,0.0,0.00300000003,8,960.0,941.809998,1.0,1.15400004,0.0469999984,1.01651001,1.48443997,1.03366005,1.97186005,0.0103566004,0.2267,1875969611,"UA9FX879UA7EU779",3536532665,697409217,22.8087654,22.4044819,23.4661465,21.6143436,7.2312932,20.9796619,3.82579303,-0.0840770975,20180726220154 20180723220952 20180726215942 20180723220746 20180726215731 20180726220404 20180723220539 20180723221159
2282,29,2243,"AEGIS002-v201912_J0650_swp",214.828485277,52.8487225,2856,22.6809998,0.0399999991,5,0.0126999998,0.000899999985,0.00100000005,0.00100000005,4,480.0,476.959991,1.0,1.23800004,0.0399999991,1.10072994,1.41273999,1.12706995,2.22299004,0.0135728,0.2267,1352763964,"kmlBlkk9kkkAkkk7",1238267884,1307388799,23.3113804,23.0010281,24.0626945,22.175375,6.28513527,21.625351,3.57891989,-0.0865205005,20180713221645 20180713221429 20180713221218 20180713221905
2309,29,2241,"AEGIS001-v201912_J0650_swp",214.282520625,52.5143375,2856,22.7819996,0.0399999991,5,0.0104999999,0.000699999975,0.0,0.00100000005,8,960.0,901.179993,1.0,1.75899994,0.0939999968,1.51424003,2.07730007,1.53270996,2.05141997,0.0263398997,0.2267,569732617,"PeaaQdWSPdaYPdWY",1353373099,447087920,23.2851429,23.3085651,24.3702297,21.958601,7.23230982,21.4900227,4.52784967,-0.146129996,20180712230556 20180716222521 20180716223215 20180712230349 20180712231032 20180716222959 20180712230811 20180716222740
2283,49,2243,"AEGIS002-v201912_J0850_swp",214.828485277,52.8487225,2856,22.1860008,0.0399999991,5,0.0236000009,0.00159999996,0.0,0.00300000003,8,960.0,950.119995,1.0,1.08500004,0.0350000001,0.951739013,1.45150006,0.979885995,2.34612012,0.0607015006,0.2267,144205667,"9cdkAbZk9bbkAbZk",2786190016,1794389569,22.2955475,21.8332577,22.8949242,21.2232609,6.37376738,20.5358143,3.53451109,-0.0791935995,20180922203033 20180922203802 20180922202755 20180922203557 20180922204233 20180922202550 20180922203238 20180922204028
2310,32,2241,"AEGIS001-v201912_J0680_swp",214.282520625,52.5143375,2856,22.7700005,0.0399999991,5,0.0129000004,0.00079999998,0.00100000005,0.00200000009,4,480.0,478.049988,1.0,1.10000002,0.0810000002,0.949931979,1.62325001,0.963289022,2.52782011,0.0134549001,0.2267,4001604028,"ATdHCRZEARdEARZE",189269066,3090398370,23.5538998,23.0730648,24.1347294,22.4171104,7.01972675,21.8822174,4.39172506,-0.072420001,20180706222620 20180706222413 20180706222206 20180706222827
2284,45,2243,"AEGIS002-v201912_J0810_swp",214.828485277,52.8487225,2856,21.8419991,0.0399999991,5,0.0204000007,0.00109999999,0.00100000005,0.00300000003,8,960.0,781.789978,1.0,1.09899998,0.0579999983,0.961345971,1.54628003,1.03553998,2.85799003,0.0479100011,0.2267,3798810853,"5EPgACOe6COeACOe",2427836134,1737328668,22.0497742,21.6474628,22.7091274,21.0600719,6.10832167,20.335495,3.74302864,-0.0666679963,20180916210305 20180916210930 20180916211910 20180916210725 20180916211351 20180916210510 20180916211146 20180916212115
2285,30,2243,"AEGIS002-v201912_J0660_swp",214.828485277,52.8487225,2856,22.941,0.0399999991,5,0.00700000022,0.000500000024,0.00100000005,0.00100000005,20,2400.0,2183.98999,1.0,1.18799996,0.0410000011,1.04667997,1.30606997,1.05850995,2.42338991,0.0337761007,0.2267,2925903336,"Ui97Wf87Uf87Uf87",1062260053,2299747579,24.2862835,23.907793,24.9694595,23.1977901,7.17645216,22.6382713,5.22544336,-0.0843575969,20180502012425 20190629010201 20180515231930 20180516225828 20180516230546 20190618223059 20180502012211 20190629005942 20180515231652 20180515232417 20180516230324 20190618222848 20180502011948 20190629005720 20180502012645 20190629010432 20180515232201 20180516230104 20190618222624 20190618223311
2311,30,2241,"AEGIS001-v201912_J0660_swp",214.282520625,52.5143375,2856,22.9279995,0.0399999991,5,0.00910000037,0.000600000028,0.00100000005,0.00100000005,16,1920.0,1615.06006,1.0,1.005,0.0260000005,0.900883019,1.05672002,0.929863989,2.29505992,0.00234964001,0.2267,4172531030,"7e3XAb2U8b2UAb2U",297262917,1377624303,24.1291142,23.6099358,24.6716003,23.0385971,7.53038931,22.4664383,4.43935108,-0.0761678964,20180427233425 20180509013548 20190615230205 20190615230925 20190628231458 20180427233146 20180509013329 20180509020254 20190615230707 20190628231132 20180427232928 20180427233655 20180509013822 20190615230501 20190628230924 20190628231753
2286,44,2243,"AEGIS002-v201912_J0800_swp",214.828485277,52.8487225,2856,22.007,0.0399999991,5,0.0199999996,0.00100000005,0.00200000009,0.00200000009,18,2160.0,1823.06995,1.0,1.02699995,0.0270000007,0.938306987,1.40567005,0.964308977,3.23702002,0.0395095013,0.2267,483275124,"WQabWNXZWNaaWNWY",545833355,2480119484,22.3136501,21.8339634,22.895628,21.3505363,6.86826658,20.6311321,3.56191468,-0.0647950992,20180916205319 20180827224140 20180916210035 20180827224810 20180827225434 20180916204216 20180916204855 20180827223933 20180916205830 20180827224556 20180827225229 20180916203959 20180916204651 20180916205524 20180827224351 20180827225015 20180916203753 20180916204421
2312,34,2241,"AEGIS001-v201912_J0700_swp",214.282520625,52.5143375,2856,22.7670002,0.0399999991,5,0.0152000003,0.00100000005,0.00100000005,0.00200000009,4,480.0,478.950012,1.0,1.53799999,0.0250000004,1.40828001,1.55321002,1.42260003,2.76592994,0.0141743002,0.2267,4048299315,"YgLNcdKKZdKKadKK",3273868817,4260169431,22.9494495,22.8919296,23.9535942,21.8715229,6.05866718,21.3687,4.37955284,-0.0881505981,20180618225602 20180618225340 20180618225106 20180618230154
2287,43,2243,"AEGIS002-v201912_J0790_swp",214.828485277,52.8487225,2856,22.3789997,0.0399999991,5,0.0207000002,0.00159999996,0.0,0.00200000009,4,480.0,474.529999,1.0,1.63999999,0.150000006,1.28175998,2.11644006,1.46861994,3.54694009,0.0241435003,0.2267,1704294019,"Fg4JFd4HFd4HFd4H",1152472274,3054781447,22.1915665,22.1686115,23.230278,21.1301918,6.23582697,20.6128349,4.18258715,-0.0840604976,20180713230328 20180713230102 20180713225834 20180713230549
2288,34,2243,"AEGIS002-v201912_J0700_swp",214.828485277,52.8487225,2856,22.7700005,0.0399999991,5,0.0166999996,0.00109999999,0.00100000005,0.00200000009,4,480.0,478.829987,1.0,1.06400001,0.0289999992,0.973052979,1.15723002,1.02065003,5.36680984,0.0536847003,0.2267,1877058981,"3dA8AZ476d97AZ97",3635787052,1571682010,23.210783,22.7927475,23.8544121,22.3968735,6.64717484,21.73312,4.01877832,-0.0555199012,20180622010909 20180622010704 20180622011323 20180622011116
2447,37,2470,"AEGIS004-v201912_J0730_swp",213.7416705,52.17702,2856,22.4260006,0.0399999991,5,0.0211999994,0.00159999996,0.00100000005,0.00200000009,8,960.0,930.369995,1.0,1.49699998,0.0560000017,1.33761001,1.69114995,1.49119997,9.99680042,0.0370788984,0.2267,1545006034,"59RA69O459OA59O3",3218315389,3392425945,22.1960869,22.1896992,23.2513638,21.3772316,6.07024813,20.8069553,3.65677309,-0.0510976985,20180819230355 20180820210111 20180820210812 20180819230132 20180819230813 20180820210551 20180819230606 20180820210340
2448,38,2470,"AEGIS004-v201912_J0740_swp",213.7416705,52.17702,2856,22.7609997,0.0399999991,5,0.0166999996,0.00120000006,0.0,0.00200000009,8,960.0,782.280029,1.0,1.41700006,0.0250000004,1.27134001,1.43023002,1.32249999,2.36908007,0.0276873,0.2267,1653862208,"1DWk1BTh1BTh1BTh",1950861641,4198561714,22.9204865,22.7837467,23.8454132,21.8243294,5.87463665,21.3422947,4.48080873,-0.0918086022,20180618004606 20180618005511 20190722230557 20180618005125 20190722230334 20180618004858 20190722225954 20190722230813
2449,41,2470,"AEGIS004-v201912_J0770_swp",213.7416705,52.17702,2856,22.3439999,0.0399999991,5,0.0281000007,0.00190000003,-0.00100000005,0.00300000003,8,960.0,898.530029,1.0,1.03400004,0.050999999,0.905808985,1.27376997,0.938413024,3.65304995,0.00798884034,0.2267,2946256707,"UWiaaTfRUTfXaTfX",1414299005,802323875,22.3110161,21.8017731,22.8634377,21.4058018,6.35065126,20.651329,3.65056443,-0.0503870994,20180625000436 20180625233552 20180625234225 20180625000100 20180625000952 20180625234015 20180625000707 20180625233809
2450,42,2470,"AEGIS004-v201912_J0780_swp",213.7416705,52.17702,2856,22.4860001,0.0399999991,5,0.0287999995,0.00200000009,0.0,0.00300000003,4,480.0,476.980011,1.0,1.61600006,0.0350000001,1.42639995,1.62919998,1.53610003,2.56293988,0.0170614999,0.2267,3154469135,"97MZC4LZ94LZA4LZ",3966611485,142296553,21.8912373,21.917057,22.9787216,20.8354549,7.24025536,20.1965446,4.65811729,-0.0834759995,20180813223442 20180813224130 20180813223919 20180813223658
2451,39,2470,"AEGIS004-v201912_J0750_swp",213.7416705,52.17702,2856,22.4580002,0.0399999991,5,0.0154999997,0.00109999999,0.00100000005,0.00200000009,4,480.0,473.709991,1.0,1.96000004,0.129999995,1.66992998,2.55791998,1.71724999,2.7579,0.0176602006,0.2267,4059502512,"Wq6YYo6XWo6XWo6X",1442479994,3811629879,22.414854,22.5617085,23.6233749,21.2200336,4.90910387,20.7027302,4.35108995,-0.110556997,20180710233839 20180710233629 20180710233421 20180710234059
2452,40,2470,"AEGIS004-v201912_J0760_swp",213.7416705,52.17702,2856,22.2959995,0.0399999991,5,0.0173000004,0.000899999985,0.00100000005,0.00200000009,9,1080.0,1060.01001,1.0,1.31599998,0.0399999991,1.19190001,1.60473001,1.21135998,2.54787993,0.0112818005,0.2267,3262450096,"7dkn8chl7chl7chl",3422792509,1186109921,22.5124683,22.2804222,23.3420887,21.4184418,5.99216604,20.8124466,3.89827967,-0.0767285973,20180730220907 20180725225215 20180725225925 20180730220648 20180725224958 20180725225645 20180730220440 20180725225425 20180730220234
2453,43,2470,"AEGIS004-v201912_J0790_swp",213.7416705,52.17702,2856,22.4860001,0.0399999991,5,0.0171000008,0.00120000006,0.00100000005,0.00200000009,8,960.0,935.659973,1.0,1.53299999,0.122000001,1.25915003,1.87865996,1.44388998,6.94457006,0.0551923998,0.2267,2797951743,"5XFbAV9Z5VEbAV9Z",1671785612,3555188208,22.5244408,22.4830475,23.544714,21.5158653,6.57814884,21.0360794,4.10387564,-0.0869612023,20180714224702 20180717223500 20180714224415 20180717223232 20180717223945 20180714224209 20180714224930 20180717223734
2454,44,2470,"AEGIS004-v201912_J0800_swp",213.7416705,52.17702,2856,22.3120003,0.0399999991,5,0.0251000002,0.00150000001,0.00100000005,0.00300000003,8,960.0,950.97998,1.0,1.05200005,0.0189999994,0.962402999,1.12709999,0.989796996,2.59385991,0.0185195003,0.2267,1206669773,"Dh4QDZ4NDf4NDZ4N",3712827994,1098080012,22.3437176,21.8923531,22.9540195,21.3315811,6.54780102,20.6608944,3.79329515,-0.064948298,20180826203936 20180826202442 20180826203101 20180826203731 20180826202857 20180826203519 20180826202649 20180826203314
2455,45,2470,"AEGIS004-v201912_J0810_swp",213.7416705,52.17702,2856,22.2310009,0.0399999991,5,0.0214000009,0.00139999995,0.00100000005,0.00200000009,8,960.0,950.590027,1.0,1.01300001,0.0359999985,0.919782996,1.31327999,1.03477001,3.01781988,0.0100149,0.2267,2098488931,"GkLJGjKGGjKGGjKG",552885321,1818511303,22.3876228,21.9845047,23.0461693,21.4577789,6.90710211,20.810194,4.29338789,-0.0621475987,20180826204619 20180826205301 20180826204408 20180826205056 20180826205729 20180826204203 20180826204824 20180826205524
2456,46,2470,"AEGIS004-v201912_J0820_swp",213.7416705,52.17702,2856,22.1299992,0.0399999991,5,0.0197999999,0.0013,0.0,0.00300000003,8,960.0,954.700012,1.0,1.07500005,0.050999999,0.965759993,1.42473996,1.10008001,3.00919008,0.00589729985,0.2267,3510987332,"i9aTk6XRi6aRi6UR",1850680320,690961884,22.3045425,21.9678745,23.029541,21.36759,6.05213356,20.6849804,3.94676113,-0.0685304999,20180826211543 20180826210030 20180826210702 20180826211338 20180826210458 20180826211117 20180826210235 20180826210912
2457,47,2470,"AEGIS004-v201912_J0830_swp",213.7416705,52.17702,2856,22.1989994,0.0399999991,5,0.0259000007,0.00179999997,0.00200000009,0.00300000003,8,960.0,946.429993,1.0,1.08099997,0.0430000015,0.968582988,1.37669003,1.06937003,2.80394006,0.0267526004,0.2267,3847572370,"j6gkl6gjj6gjj6gj",2024491963,2125373529,22.1126976,21.7452888,22.8069534,21.1672878,6.00800323,20.4508076,3.84414577,-0.0621339008,20180826212348 20180826213015 20180826212135 20180826212810 20180826213443 20180826211930 20180826212553 20180826213238
2458,48,2470,"AEGIS004-v201912_J0840_swp",213.7416705,52.17702,2856,22.2250004,0.0399999991,5,0.0287999995,0.00209999993,0.0,0.00400000019,8,960.0,949.130005,1.0,1.09899998,0.0430000015,0.977699995,1.36856997,1.06237996,2.84142995,0.0294233002,0.2267,3424994250,"ZgAkfe6jZeAjfe5j",1350172524,144449975,22.0305862,21.6560574,22.7177219,21.0905266,6.16624832,20.2914944,3.72503567,-0.0589197986,20180826215208 20180826213708 20180826214325 20180826215004 20180826214120 20180826214747 20180826213913 20180826214543
2259,44,2241,"AEGIS001-v201912_J0800_swp",214.282520625,52.5143375,2856,22.2460003,0.0399999991,5,0.0250000004,0.00159999996,0.0,0.00300000003,8,960.0,954.780029,1.0,0.933000028,0.0250000004,0.866675973,1.32658994,0.876555979,4.25205994,0.0253206007,0.2267,3747865884,"fJBDf9ACfGACf9AC",3850003129,3437048851,22.4139671,21.8306885,22.8923531,21.5320034,6.40846777,20.7551308,3.46398544,-0.0510437004,20180827204210 20180827204915 20180827204006 20180827204658 20180827203748 20180827204453 20180827205120 20180827203542
2260,48,2241,"AEGIS001-v201912_J0840_swp",214.282520625,52.5143375,2856,22.0259991,0.0399999991,5,0.0220999997,0.00109999999,0.00200000009,0.00300000003,16,1920.0,1648.63,1.0,1.33000004,0.131999999,1.03478003,1.85160005,1.22955,3.60622001,0.00847995002,0.2267,1608214657,"cil9efj7cfj7cfj7",1635943436,3288067638,21.9604206,21.7445583,22.8062229,20.9514942,7.09794378,20.3709068,3.98667002,-0.0594159998,20180916195929 20180916200619 20180827215401 20180827220049 20180827220719 20180916195724 20180916200353 20180827215156 20180827215831 20180827220514 20180916195454 20180916200148 20180916200824 20180827215626 20180827220254 20180916195249
2261,43,2241,"AEGIS001-v201912_J0790_swp",214.282520625,52.5143375,2856,22.4909992,0.0399999991,5,0.0216000006,0.00139999995,0.0,0.00300000003,8,960.0,897.119995,1.0,1.29799998,0.109999999,1.10116005,1.85012996,1.13051999,2.33541989,0.0134728001,0.2267,3218659845,"5aLK7ZIK5aIK5YIK",3866619848,1354148782,22.5414371,22.2344036,23.2960701,21.3882389,6.32681465,20.7977886,3.92476821,-0.0849651992,20180712234519 20180716224612 20180716225345 20180712234303 20180712235017 20180716225111 20180712234802 20180716224836
2262,45,2241,"AEGIS001-v201912_J0810_swp",214.282520625,52.5143375,2856,22.1609993,0.0399999991,5,0.0216000006,0.00159999996,0.00200000009,0.00200000009,8,960.0,951.77002,1.0,0.898999989,0.0379999988,0.836742997,1.38109004,0.864154994,5.95615005,0.0155528998,0.2267,1016686029,"ShYaVZVXSfVaSZVW",3987311197,2687857311,22.5031528,21.9044037,22.9660702,21.6484165,6.33800745,20.9214439,3.47530079,-0.0520122014,20180827210249 20180827210947 20180827210044 20180827210720 20180827205545 20180827210515 20180827211151 20180827205340
2263,46,2241,"AEGIS001-v201912_J0820_swp",214.282520625,52.5143375,2856,22.0009995,0.0399999991,5,0.0216000006,0.00139999995,0.00100000005,0.00300000003,8,960.0,920.799988,1.0,0.980000019,0.0780000016,0.848125994,1.55370998,0.937032998,4.83598995,0.00203529,0.2267,1022526605,"2ZAe5Z4e2Z9e2Z9e",189902812,1696668697,22.2552452,21.7444038,22.8060703,21.3318748,6.26364803,20.5465775,3.38034272,-0.0535192005,20180827211620 20180827212300 20180827213006 20180827211415 20180827212042 20180827212802 20180827211837 20180827212505
2264,49,2241,"AEGIS001-v201912_J0850_swp",214.282520625,52.5143375,2856,22.0020008,0.0399999991,5,0.0193000007,0.00120000006,0.00100000005,0.00300000003,13,1560.0,1438.05005,1.0,1.36099994,0.123999998,1.08648002,1.79641998,1.26496994,3.21596003,0.00534902979,0.2267,1901294226,"4gEJ7f9I4fEI4f9I",1128232467,1040521717,22.0526733,21.8676453,22.9293098,21.1241741,5.82943964,20.4651127,3.86490083,-0.0614764988,20180827221829 20180916201256 20180916201931 20180916202553 20180827221624 20180827222248 20180916201709 20180916202348 20180827221407 20180827222043 20180916201505 20180916202135 20180827221202
2265,47,2241,"AEGIS001-v201912_J0830_swp",214.282520625,52.5143375,2856,22.059,0.0399999991,5,0.0172000006,0.0013,0.0,0.00200000009,16,1920.0,1714.53003,1.0,1.19700003,0.0799999982,0.999520004,1.63796997,1.10210001,3.11822009,0.0247425009,0.2267,406178850,"7WTPAWQP0WQP7WQP",3549841213,3122059007,22.3843937,22.0497169,23.1113834,21.3809662,7.39816332,20.7791252,3.72311211,-0.0636515021,20180827214702 20180916193451 20180916194249 20180916194938 20180827213746 20180827214413 20180916193246 20180916193928 20180916194733 20180827213452 20180827214208 20180827214907 20180916193724 20180916194453 20180827213247 20180827213951
2266,21,2241,"AEGIS001-v201912_J0570_swp",214.282520625,52.5143375,2856,22.5739994,0.0399999991,5,0.0120000001,0.00079999998,0.0,0.00100000005,4,480.0,477.940002,1.0,0.978999972,0.126000002,0.844955981,1.79444003,0.863547981,3.4579699,0.00834328961,0.2267,123583561,"FaAAIY44FaA9FY39",3711436270,1648202751,23.5550976,22.9555855,24.0172501,22.4556217,5.54355764,21.782505,3.49483919,-0.0518920012,20180803213919 20180803213645 20180803213436 20180803214129
2332,26,2241,"AEGIS001-v201912_J0620_swp",214.282520625,52.5143375,2856,22.7010002,0.0399999991,5,0.0225000009,0.00159999996,0.00100000005,0.00200000009,8,960.0,946.76001,1.0,1.34000003,0.0419999994,1.19332004,1.59414005,1.19911003,2.06440997,0.00604450982,0.2267,1383053790,"L74OM73NL73NL73N",2475065574,3526299429,22.6431618,22.4000816,23.4617481,21.4778538,6.95229053,20.7831783,4.54676533,-0.0832998008,20180723220113 20180726215025 20180723215907 20180726214816 20180726215453 20180723215700 20180723220319 20180726215234
2333,23,2241,"AEGIS001-v201912_J0590_swp",214.282520625,52.5143375,2856,22.4500008,0.0399999991,5,0.0196000002,0.00109999999,0.0,0.00200000009,16,1920.0,1796.15002,1.0,1.44200003,0.0540000014,1.25957,1.57853997,1.38265002,3.11299992,0.0225668997,0.2267,1132685956,"W7bda6acX6aca6ac",3216966046,2134302274,22.3873463,22.2988987,23.3605633,21.4020576,6.94723272,20.680603,4.00154924,-0.0640214011,20180820213421 20181021185528 20181021190234 20181024190326 20181025190938 20180820213214 20180820213856 20181021190025 20181024190109 20181025190718 20181025191358 20180820213627 20181021185817 20181024185900 20181024190532 20181025191146
2334,24,2241,"AEGIS001-v201912_J0600_swp",214.282520625,52.5143375,2856,22.7849998,0.0399999991,5,0.00970000029,0.000699999975,0.00100000005,0.00100000005,13,1560.0,1365.72998,1.0,1.26600003,0.0289999992,1.13182998,1.27828002,1.17637002,2.50592995,0.0134226,0.2267,4098396424,"4TAo6R3m4RAm4R3m",627500869,2071442614,23.661478,23.3976097,24.4592743,22.5941391,7.2853303,22.0574703,4.39239407,-0.0820456967,20180615002829 20180615003613 20190615225634 20190628230056 20180519023423 20180615003348 20190615225416 20190628225823 20190628230603 20180615003120 20190615225149 20190615225901 20190628230321
2335,22,2241,"AEGIS001-v201912_J0580_swp",214.282520625,52.5143375,2856,22.6569996,0.0399999991,5,0.00970000029,0.000699999975,0.00100000005,0.00100000005,8,960.0,900.590027,1.0,2.05299997,0.101999998,1.79989004,2.53129005,1.82214999,2.27646995,0.0156413,0.2267,1024511433,"9C9OAA7O9A7OAA7O",3657095705,1662810689,23.0583763,23.2696095,24.331274,21.6959,7.09678316,21.276886,4.53991699,-0.160272002,20180716214714 20180716215421 20180712225231 20180712225912 20180716215146 20180712225702 20180716214924 20180712225439
2336,50,2241,"AEGIS001-v201912_J0860_swp",214.282520625,52.5143375,2856,22.4020004,0.0399999991,5,0.0132999998,0.000899999985,0.0,0.00200000009,12,1440.0,1412.41003,1.0,1.12899995,0.0199999996,1.02978003,1.19595003,1.04823005,2.46457005,0.0111116003,0.2267,897414674,"6EH68E956EG56E95",653029324,1621036269,23.0609951,22.6719093,23.7335739,22.0054379,6.28995085,21.4441013,4.34397984,-0.0839181021,20180504032456 20180509015415 20180518022742 20180518023409 20180504032236 20180509015159 20180509015858 20180518023204 20180504032003 20180504032726 20180509015647 20180518022947
2337,54,2241,"AEGIS001-v201912_J0900_swp",214.282520625,52.5143375,2856,21.9519997,0.0399999991,5,0.0185000002,0.00139999995,0.00100000005,0.00300000003,12,1440.0,1305.89001,1.0,1.41400003,0.184,1.01574004,2.0782299,1.23960996,3.30642009,0.0180936996,0.2267,1805968005,"17kn14km14km14km",542390911,3479263798,22.0706253,21.8636093,22.9252739,21.0307941,5.81411266,20.4143028,4.0876646,-0.0680409968,20180927193345 20180927194007 20181004201602 20181004202218 20180927193800 20181004201356 20181004202014 20181004202632 20180927193553 20181004201151 20181004201807 20181004202428
2338,51,2241,"AEGIS001-v201912_J0870_swp",214.282520625,52.5143375,2856,22.1819992,0.0399999991,5,0.0175000001,0.00120000006,0.0,0.00200000009,12,1440.0,1421.5,1.0,1.71399999,0.135000005,1.35634005,2.20021009,1.53242004,2.23031998,0.0405053012,0.2267,3990079168,"4aJA4ZJ74aJA4YJ7",2931593566,2838930836,22.1307259,22.153944,23.2156086,20.9114952,5.8840456,20.4331398,3.98173547,-0.142490998,20181002192548 20181002193214 20181002193905 20180927190701 20180927191346 20181002193009 20181002193629 20180927191130 20181002192753 20181002193425 20181002194109 20180927190916
2406,59,2406,"AEGIS003-v201912_rSDSS_swp",215.387923,53.1831655,2856,25.3150005,0.0399999991,5,0.0703999996,0.0027999999,0.0109999999,0.00600000005,37,1110.0,1085.28003,1.0,0.759000003,0.0410000011,0.676108003,0.994952023,0.678755999,2.2608099,0.0152559001,0.2267,2991972413,"2jaD3iZ92iaC2iW9",2554274399,1155917844,24.6365509,23.7756062,24.8372726,24.3705387,5.92213774,23.8378086,4.28536415,-0.0542930998,20180621231357 20180707213344 20180714214101 20180621231608 20180707213555 20180714214313 20180621231824 20180707213808 20180621232047 20180707214020 20180621232308 20180707214232 20180511021419 20180621232518 20180707214443 20180621231524 20180707213511 20180714214229 20180621231741 20180707213724 20180621232003 20180707213936 20180621232214 20180707214147 20180621232435 20180707214359 20180621231440 20180707213427 20180714214146 20180621231657 20180707213640 20180621231908 20180707213851 20180621232130 20180707214103 20180621232351 20180707214316
2380,32,2406,"AEGIS003-v201912_J0680_swp",215.387923,53.1831655,2856,22.7010002,0.0399999991,5,0.0115999999,0.000699999975,0.00100000005,0.00100000005,12,1440.0,1270.70996,1.0,1.11500001,0.0689999983,0.963343978,1.67996001,0.990548015,2.58783007,0.0103904,0.2267,3585806550,"9NfgALZe2Lde9LZe",4065240912,1100976846,23.5699329,23.1193924,24.1810589,22.4340591,6.88093901,21.9291058,4.29837132,-0.0733518973,20180708234129 20190717231859 20190717232547 20190719225333 20180708233908 20180708234556 20190717232336 20190719225121 20180708234348 20190717232117 20190719224836 20190719225544
2381,33,2406,"AEGIS003-v201912_J0690_swp",215.387923,53.1831655,2856,22.7049999,0.0399999991,5,0.0181000009,0.00120000006,0.00100000005,0.00200000009,16,1920.0,1677.95996,1.0,1.14699996,0.0289999992,1.03167999,1.35917997,1.05619001,2.25388002,0.0172329992,0.2267,3533191911,"YFaTYCVTYCaTYCUT",2141586371,3948034848,23.0212154,22.6403427,23.7020073,21.9538574,6.48492241,21.3250198,3.85044765,-0.0780683011,20180724230425 20180726224931 20190717232825 20190717233616 20190719230310 20180724230207 20180726224723 20180726225408 20190717233352 20190719230040 20180724225845 20180724230650 20180726225152 20190717233045 20190719225816 20190719230531
2382,30,2406,"AEGIS003-v201912_J0660_swp",215.387923,53.1831655,2856,22.9260006,0.0399999991,5,0.0092000002,0.000500000024,0.00100000005,0.00100000005,12,1440.0,1241.27002,1.0,1.19099998,0.134000003,0.861800015,1.73544002,1.01279998,2.80888009,0.0371091999,0.2267,699531916,"3aqD5UnB3anB3UnB",4007963744,3547115245,24.0224876,23.5960693,24.6577339,22.8989124,5.95334768,22.3244953,4.58188915,-0.0743808001,20180516004250 20190619000955 20190629223743 20190629224424 20180516004030 20190619000748 20190619001424 20190629224214 20180516003753 20180516004510 20190619001213 20190629224001
2383,29,2406,"AEGIS003-v201912_J0650_swp",215.387923,53.1831655,2856,22.802,0.0399999991,5,0.0126,0.000899999985,0.0,0.00100000005,4,480.0,477.769989,1.0,1.13199997,0.0549999997,1.00926006,1.34448004,1.05492997,5.42153978,0.0396925993,0.2267,1984997992,"ElT7FlT7ElT7ElT7",1336746695,804217073,23.5127811,23.1306114,24.1922779,22.6287117,6.06087065,22.0027218,4.88993788,-0.0573017001,20180714221740 20180714221525 20180714221314 20180714222023
