#SELECT * FROM jnep.TileImage
"TILE_ID","FILTER_ID","REF_TILE_ID","name","RA","DEC","hpix5","ZPT","ERRZPT","CALIB_PROCEDURE","NOISE","NOISE_RMS","ADULEVEL","ADULEVEL_RMS","NCOMBINED","TEXPOSED","EFECTIME","EXPTIME","FWHMG","FWHMG_RMS","FWHM_MIN","FWHM_MAX","FWHM_MEAN","MOFFATBETA_MEAN","ELLIPTICITY_MEAN","PIXSCALE","DATASUM","CHECKSUM","SINGLE_CATALOGUE_DATASUM","DUAL_CATALOGUE_DATASUM","DEPTH2FWHM5S","DEPTH3ARC5S","DEPTHARCSEC2","M50S","KS","M50G","KG","APER_COR_6_0","APER_COR_ERR_6_0","OBSERVATION_DATES"
2499,16,2520,"JNEP-v202106_J0520_swp",260.61,65.78,2902,22.4330006,0.0399999991,8,0.00980000012,0.000500000024,0.0,0.00100000005,4,480.0,478.920013,1.0,1.01900005,0.0659999996,0.881123006,1.18886006,1.07667994,9.99720955,0.104985997,0.227,2823332464,"YFKAaCHAZCHAaCHA",3593960612,3695190984,23.3959198,23.0359097,24.0975742,22.7154007,5.83884048,22.147707,4.31311703,-0.0457785018,0.00226297998,20180820001953 20180820001737 20180820001524 20180820001256
2500,49,2520,"JNEP-v202106_J0850_swp",260.61,65.78,2902,22.2609997,0.0399999991,8,0.0208000001,0.00159999996,0.0,0.00300000003,8,960.0,957.859985,1.0,0.848999977,0.0140000004,0.818159997,0.932788014,0.853663027,7.24228001,0.0547888987,0.227,3013561443,"BaA9CY57BaA7BW37",4014173239,1321175032,22.6588287,22.0468159,23.1084805,21.8323879,6.35695124,21.3370113,4.37751007,-0.0585439987,0.00398537004,20180920003103 20180920002858 20180920002645 20180920002441 20180920001931 20180920001726 20180920001514 20180920001309
2501,50,2520,"JNEP-v202106_J0860_swp",260.61,65.78,2902,22.0319996,0.0399999991,8,0.0219999999,0.00159999996,0.0,0.00200000009,4,480.0,478.920013,1.0,1.04499996,0.0320000015,0.923484027,1.13129997,1.04247999,2.6630199,0.0110397004,0.227,2093430770,"4DYb7DXb4DXb4DXb",17321033,465827811,22.1519756,21.756918,22.8185825,21.1709118,6.33217621,20.701458,4.4519949,-0.0757180005,0.00520181982,20190723010057 20190723005815 20190723005514 20190723005216
2502,48,2520,"JNEP-v202106_J0840_swp",260.61,65.78,2902,22.2709999,0.0399999991,8,0.0264999997,0.00159999996,0.0,0.00400000019,8,960.0,950.820007,1.0,0.832000017,0.0170000009,0.800005019,0.898482025,0.835777998,8.24993992,0.0432906002,0.227,1382647245,"FcAaIc5XFcAaFc5U",2917561903,3767603705,22.4288597,21.7938595,22.8555241,21.5882397,7.04671097,21.0320454,4.42869473,-0.0572695993,0.00376165006,20180920001009 20180920000805 20180920000528 20180920000323 20180920000103 20180919235859 20180919235647 20180919235442
2503,51,2520,"JNEP-v202106_J0870_swp",260.61,65.78,2902,22.2369995,0.0399999991,8,0.0142999999,0.00100000005,0.0,0.00200000009,16,1920.0,1877.26001,1.0,0.984000027,0.0399999991,0.866739988,0.988139987,0.960995018,2.62162995,0.0372301005,0.227,1854828944,"7PhgAOef8OefAOef",2774572616,1520280313,22.9130592,22.4296341,23.4912987,21.9776669,6.13681555,21.4444923,3.59426141,-0.0666264966,0.00358266011,20180928230557 20180928230310 20180928230027 20180928213827 20180928213609 20180928213357 20180928213139 20181004212051 20181004211846 20181004211625 20181004211420 20181004211214 20181004211009 20181004210803 20181004210557 20180928230805
2504,7,2520,"JNEP-v202106_J0430_swp",260.61,65.78,2902,22.5219994,0.0399999991,8,0.00639999984,0.00039999999,0.00100000005,0.00100000005,12,1440.0,1293.37,1.0,1.33200002,0.0610000007,1.17405999,1.70912004,1.49182999,2.67410994,0.0216470994,0.227,547511793,"EHM9EFK6EFK6EFK6",3029810481,363842854,23.5934544,23.5875244,24.649189,22.5927486,6.1480794,22.1208458,5.10559034,-0.0876727998,0.00493416004,20180808004850 20180808004618 20180808004309 20180808004027 20180806232538 20180806232251 20180806232033 20180806231814 20180805004900 20180805004649 20180805004434 20180805004200
2505,1,2520,"JNEP-v202106_uJAVA_swp",260.61,65.78,2902,22.1790009,0.0399999991,8,0.00789999962,0.000600000028,0.00100000005,0.00100000005,12,1440.0,1243.12,1.0,1.98199999,0.0160000008,1.82700002,1.90625,1.84619999,2.37368989,0.0167439003,0.227,4113054333,"7WId9UHc7UHc7UHc",1650740359,2380538972,22.7904377,23.0159073,24.0775719,21.4928646,7.41636515,21.0927601,5.08779097,-0.116751,0.0189989004,20190628013025 20190628012737 20190628012452 20190626020202 20190626015931 20190626015716 20190626015430 20190615235451 20190615235139 20190615234803 20190615234533 20190628013241
2506,4,2520,"JNEP-v202106_J0400_swp",260.61,65.78,2902,22.5489998,0.0399999991,8,0.00689999992,0.000500000024,0.00100000005,0.00100000005,12,1440.0,1279.14001,1.0,1.32000005,0.0430000015,1.15654004,1.55316997,1.36398995,2.04688001,0.0175924003,0.227,2792515492,"5nCo5nAo5nAo5nAo",4098409308,3463374747,23.6360512,23.5328522,24.5945168,22.487711,6.8198638,22.000227,4.83412743,-0.105535999,0.00512925023,20180709011803 20180709011555 20180709011340 20180709011130 20180707020044 20180707015808 20180707015322 20180707015102 20180705014648 20180705014343 20180705014129 20180705013921
2472,29,2520,"JNEP-v202106_J0650_swp",260.61,65.78,2902,22.816,0.0399999991,8,0.00719999988,0.00039999999,0.0,0.00100000005,12,1440.0,1389.62,1.0,0.889999986,0.0299999993,0.814330995,0.950927973,0.879094005,2.59081006,0.0411929004,0.227,162997783,"0Ti42Th40Th40Th4",368519758,1636802693,24.3337822,23.753643,24.8153076,23.272686,7.36495304,22.7534904,3.95328617,-0.0632568002,0.00292131002,20180720001636 20180720001004 20180720000710 20180720000457 20180719004300 20180719004037 20180719003802 20180719003519 20180714014810 20180714014528 20180714014218 20180714013935
2520,59,2520,"JNEP-v202106_rSDSS_swp",260.61,65.78,2902,25.2950001,0.0399999991,8,0.0414999984,0.00190000003,0.00499999989,0.00400000019,99,2970.0,2800.0,1.0,0.720000029,0.0350000001,0.621053994,0.878786981,0.760693014,2.56039,0.0431171991,0.227,4294736517,"VdhmVdgkVdgkVdgk",957195099,2363554374,25.068058,24.3308544,25.392519,24.8713932,3.12288141,24.4217205,2.31118989,-0.0536530018,0.00116340001,20180724001356 20180709010224 20180719011037 20180724001313 20180709010140 20180719010952 20180724000909 20180709010057 20180719010906 20180723005657 20180709010011 20180719000333 20180723003719 20180709005928 20180719000249 20180719232607 20180709005844 20180719000206 20180719232522 20180707013927 20180719000123 20180719232437 20180707013524 20180719000021 20180719232351 20180624012903 20180718235938 20180719232302 20180801234946 20180624012755 20180718235855 20180719232046 20180801234901 20180624012708 20180718235811 20180719231918 20180801234815 20180624012428 20180718235656 20180719231832 20180801234730 20180718235613 20180719231747 20180801234644 20180718235530 20180719231701 20180801234558 20180718235446 20180719231429 20180801234513 20180718235329 20180719231343 20180801234427 20180718235246 20180719231258 20180801234257 20180718235203 20180719231213 20180801234212 20180718235119 20180719012220 20180801234126 20180714010005 20180719012134 20180801234041 20180714005919 20180719012049 20180801233955 20180714005834 20180719012004 20180801233909 20180714005748 20180719011854 20180801233824 20180709010924 20180719011809 20180801233739 20180709010840 20180719011724 20180724002046 20180709010757 20180719011638 20180724002002 20180709010713 20180719011508 20180724001919 20180709010610 20180719011423 20180724001747 20180709010526 20180719011338 20180724001703 20180709010443 20180724001620 20180709010359 20180719011253 20180724001439 20180709010307 20180719011123
2494,18,2520,"JNEP-v202106_J0540_swp",260.61,65.78,2902,22.7119999,0.0399999991,8,0.0083999997,0.000500000024,0.0,0.00100000005,12,1440.0,1331.13,1.0,1.18200004,0.0379999988,1.02430999,1.40744996,1.21469998,1.91336,0.0212804992,0.227,1285356182,"9aBbGYAa9aAaEWAa",1312388350,101489693,23.7113323,23.482275,24.5439415,22.5046825,6.09650135,22.0535927,4.79942846,-0.113270998,0.00385528011,20180709013647 20180709013419 20180709013203 20180709012950 20180707021837 20180707021621 20180707021414 20180707021208 20180705020440 20180705020231 20180705020012 20180705015805
2495,53,2520,"JNEP-v202106_J0890_swp",260.61,65.78,2902,22.1469994,0.0399999991,8,0.0179999992,0.00109999999,0.0,0.00200000009,16,1920.0,1858.59998,1.0,1.13600004,0.0430000015,1.00180995,1.24533999,1.16445005,3.2130301,0.0278265998,0.227,2942347158,"13hN33gL13gL13gL",636983293,3301897599,22.3647194,22.0897923,23.1514587,21.4591694,7.57127905,21.0019989,4.19500208,-0.0778146982,0.00447579985,20181004215522 20181004215317 20181004215057 20181004214852 20181004214645 20181004214441 20181004214233 20181004214028 20180928220442 20180928220237 20180928220028 20180928215823 20180928215611 20180928215402 20180928215157 20180928214945
2496,47,2520,"JNEP-v202106_J0830_swp",260.61,65.78,2902,22.2240009,0.0399999991,8,0.0214000009,0.00139999995,0.0,0.00300000003,8,960.0,955.789978,1.0,0.824000001,0.023,0.773365974,0.846836984,0.803938985,9.99627018,0.0337200016,0.227,3683204471,"35p3A5m345m3A5m3",2626713405,1855222794,22.6561108,21.9789391,23.0406055,21.8270473,7.11277771,21.2999229,4.47031975,-0.0572305992,0.00345553993,20180919233735 20180919233520 20180919233314 20180919234820 20180919234615 20180919234356 20180919234151 20180919233940
2512,56,2520,"JNEP-v202106_J1007_swp",260.61,65.78,2902,23.3390007,0.0399999991,8,0.0443999991,0.00310000009,-0.00100000005,0.00899999961,8,960.0,952.340027,1.0,1.66199994,0.338999987,0.914364994,2.01458001,1.87709999,9.99934006,0.0907675996,0.227,1881981236,"kCNak9NTkCNZk9NZ",4232020674,2974219331,22.0580273,22.3015175,23.3631821,21.5255165,5.18049622,21.0743275,4.32047796,-0.0742572024,0.0114377998,20180928225741 20180928225536 20180928225323 20180928225118 20180928224831 20180928224627 20180928224353 20180928224148
2514,57,2520,"JNEP-v202106_uJPAS_swp",260.61,65.78,2902,23.1329994,0.0399999991,8,0.0259000007,0.00109999999,0.00300000003,0.00200000009,8,960.0,783.409973,1.0,0.893000007,0.0370000005,0.75731498,0.961651027,0.893519998,2.05479002,0.0341030993,0.227,2604645162,"nFiNpFfKnFfKnFfK",3184731072,1192613746,23.2431927,22.6807251,23.7423897,22.1640625,14.1661224,21.3653126,4.74719667,-0.0445871018,0.00597913982,20180824031315 20180824031059 20180824030844 20180824030629 20180819234744 20180819234516 20180819234236 20180819234003
2515,55,2520,"JNEP-v202106_J0910_swp",260.61,65.78,2902,21.8859997,0.0399999991,8,0.0137,0.00100000005,0.0,0.00200000009,8,960.0,957.780029,1.0,1.37899995,0.211999997,0.95905,1.71749997,1.62278998,9.99999046,0.0693193004,0.227,4020454770,"DSnjFQmiDQmiDQmi",3645562212,4271770767,22.0397453,22.1251736,23.1868382,21.4317074,5.5224328,20.9346848,4.0429287,-0.0699248016,0.00705539994,20180928223034 20180928222829 20180928222623 20180928222418 20180928223916 20180928223711 20180928223446 20180928223241
2517,13,2520,"JNEP-v202106_J0490_swp",260.61,65.78,2902,22.7670002,0.0399999991,8,0.00970000029,0.000699999975,0.0,0.00100000005,12,1440.0,1259.07996,1.0,1.03199995,0.0710000023,0.861590028,1.19456995,1.06605005,2.70799994,0.0673640966,0.227,3731094643,"kSh3kRe1kRe1kRe1",3687897200,1992625226,23.7518291,23.3810444,24.4427109,22.8345375,7.00978756,22.3448067,4.73095083,-0.0678424016,0.00296907988,20190103043314 20190103043102 20190103042828 20190103042614 20180626021137 20180626020929 20180626020633 20180626020102 20180624015116 20180624014855 20180624014247 20180624014030
2518,11,2520,"JNEP-v202106_J0470_swp",260.61,65.78,2902,22.8610001,0.0399999991,8,0.00829999987,0.000500000024,0.00100000005,0.00100000005,12,1440.0,1317.14001,1.0,1.16499996,0.0309999995,1.01651001,1.39684999,1.20834994,1.98802996,0.0262582991,0.227,3397147399,"b4JAb4H5b4HAb4H3",1014622406,1316358769,23.8790245,23.6442795,24.7059441,22.7129765,6.78866816,22.2465572,5.23402357,-0.10757,0.00355433999,20180709012710 20180709012459 20180709012243 20180709012026 20180707020945 20180707020736 20180707020523 20180707020308 20180705015545 20180705015334 20180705015128 20180705014917
2519,10,2520,"JNEP-v202106_J0460_swp",260.61,65.78,2902,22.5699997,0.0399999991,8,0.0115999999,0.00079999998,0.00100000005,0.00200000009,8,960.0,877.090027,1.0,1.52699995,0.0120000001,1.39365995,1.46668994,1.43386996,2.15621996,0.0158920996,0.227,1931838521,"eNVaeNSUeNSaeNSU",3787592687,70248976,23.0387821,22.98983,24.0514946,21.8397961,6.72515011,21.4261589,4.59130335,-0.0963328034,0.00691716978,20190628015328 20190628015117 20190628014839 20190628014539 20190616001820 20190616001609 20190616001124 20190616000909
2524,37,2520,"JNEP-v202106_J0730_swp",260.61,65.78,2902,22.6299992,0.0399999991,8,0.0155999996,0.00100000005,0.0,0.00200000009,8,960.0,900.299988,1.0,1.19599998,0.147,0.861473978,1.35230005,1.31010997,9.98600006,0.0312088002,0.227,860663607,"9OYJFLWI9LWIELWI",1256327105,437458007,22.8751221,22.7281628,23.7898273,22.2476006,6.05834007,21.7744045,4.54709339,-0.0632632002,0.00533248996,20190103055229 20190103055016 20190103054805 20190103054546 20180820004321 20180820004057 20180820003833 20180820003427
2525,39,2520,"JNEP-v202106_J0750_swp",260.61,65.78,2902,22.7460003,0.0399999991,8,0.0118000004,0.00100000005,0.0,0.00200000009,12,1440.0,1232.09998,1.0,1.09300005,0.111000001,0.826716006,1.62969995,1.22652996,1.89971995,0.0411107019,0.227,2304291702,"5Kfc7IZc5Idc5IZc",1025670680,2979220155,23.3658028,23.1472683,24.2089348,22.2479744,6.29581165,21.7675896,4.30291271,-0.150824994,0.00912135001,20180709020714 20180709020501 20180709020242 20180709020029 20180707024558 20180707024347 20180707024134 20180707023928 20180705023426 20180705023214 20180705023001 20180705022737
