#SELECT * FROM jnep.TileImage
"TILE_ID","FILTER_ID","REF_TILE_ID","name","RA","DEC","hpix5","ZPT","ERRZPT","CALIB_PROCEDURE","NOISE","NOISE_RMS","ADULEVEL","ADULEVEL_RMS","NCOMBINED","TEXPOSED","EFECTIME","EXPTIME","FWHMG","FWHMG_RMS","FWHM_MIN","FWHM_MAX","FWHM_MEAN","MOFFATBETA_MEAN","ELLIPTICITY_MEAN","PIXSCALE","DATASUM","CHECKSUM","SINGLE_CATALOGUE_DATASUM","DUAL_CATALOGUE_DATASUM","DEPTH2FWHM5S","DEPTH3ARC5S","DEPTHARCSEC2","M50S","KS","M50G","KG","APER_COR_6_0","APER_COR_ERR_6_0","OBSERVATION_DATES"
2526,38,2520,"JNEP-v202106_J0740_swp",260.61,65.78,2902,22.3589993,0.0399999991,8,0.0218000002,0.00139999995,0.0,0.00300000003,4,480.0,478.519989,1.0,1.26400006,0.0370000005,1.08782005,1.28913999,1.20188999,2.20927,0.00640159985,0.227,1379472971,"VSMWYQLUVQLUVQLU",1300874276,1448206625,22.3344002,22.093832,23.1554985,21.1903286,7.14054966,20.783596,5.07150555,-0.0932523012,0.00734600984,20190723004118 20190723004905 20190723004635 20190723004329
2527,36,2520,"JNEP-v202106_J0720_swp",260.61,65.78,2902,22.6989994,0.0399999991,8,0.00779999979,0.000600000028,0.0,0.00100000005,12,1440.0,1376.92004,1.0,0.856000006,0.0350000001,0.779034019,0.886623025,0.809329987,2.85001993,0.0313770995,0.227,3733144672,"8FhH89Z98EfG89Z9",954259802,3679440225,24.2196522,23.5497379,24.6114025,23.1909161,7.35253143,22.6626663,3.47394276,-0.0614808984,0.00325251999,20180720003057 20180720002843 20180720002534 20180720002113 20180719005438 20180719005112 20180719004857 20180719004608 20180714020557 20180714020334 20180714020114 20180714015900
2528,40,2520,"JNEP-v202106_J0760_swp",260.61,65.78,2902,22.4009991,0.0399999991,8,0.00689999992,0.00039999999,0.0,0.00100000005,43,5160.0,4936.27002,1.0,1.16400003,0.111000001,0.944045007,1.42957997,1.31796002,3.25822997,0.0592633002,0.227,4053998528,"jVKHkTKGjTKGjTKG",2994822648,3949939875,23.5253239,23.3848515,24.446516,22.6260681,7.34425449,22.1953125,3.44658017,-0.0762239024,0.00295482995,20180724234733 20180724234528 20180724013237 20180724013022 20180724012757 20180724012454 20180724012135 20180729023551 20180724011759 20180729023346 20180724011434 20180729023140 20180723020823 20180729022935 20180723020418 20180729022729 20180723020137 20180729022523 20180723015845 20180729022312 20180721031435 20180729022106 20180721031220 20180727020332 20180721030830 20180727020127 20180721030617 20180727015921 20180727015716 20180727015508 20180727015303 20180727015056 20180727014851 20180726012614 20180726012405 20180726012156 20180726011933 20180725000318 20180725000112 20180724235840 20180724235635 20180724235358 20180724235153
2529,35,2520,"JNEP-v202106_J0710_swp",260.61,65.78,2902,22.4689999,0.0399999991,8,0.0109999999,0.000699999975,0.0,0.00100000005,8,960.0,906.450012,1.0,1.24699998,0.164000005,0.954108,1.91199994,1.62039006,6.54169989,0.0401905999,0.227,3721282190,"c5phd4ogc4ogc4og",2511686284,2771662497,22.8626709,22.9464931,24.0081577,22.0727253,6.06693411,21.5866432,4.88982582,-0.0966631994,0.00405067019,20180808012901 20180808012621 20180805012943 20180805012734 20180805012525 20180805012310 20180808013403 20180808013129
2530,34,2520,"JNEP-v202106_J0700_swp",260.61,65.78,2902,22.7560005,0.0399999991,8,0.0130000003,0.00100000005,0.0,0.00200000009,8,960.0,871.700012,1.0,1.45299995,0.0909999982,1.15464997,1.52392995,1.38603997,9.99965954,0.0703079998,0.227,9711041,"JgQBLZN9JfNAJZN7",3480245113,3728070090,23.1379051,23.0521164,24.113781,22.4558163,6.02944565,21.9886513,3.99658084,-0.0531265996,0.00468805991,20180626024122 20180626023810 20180626023559 20180626023332 20180624022423 20180624022215 20180624021930 20180624021715
2516,54,2520,"JNEP-v202106_J0900_swp",260.61,65.78,2902,22.0459995,0.0399999991,8,0.0148,0.000699999975,0.0,0.00200000009,16,1920.0,1812.51001,1.0,1.30200005,0.0590000004,1.08334994,1.42060006,1.27751005,2.59377003,0.0333378017,0.227,2327865749,"haDnjWAmhaAmhWAm",2176693212,1917662201,22.3756371,22.2013206,23.2629852,21.3586845,6.23978758,20.8794003,4.48382378,-0.101992004,0.00670034019,20181004221244 20181004221040 20181004220828 20181004220623 20181004220408 20181004220203 20181004215952 20181004215747 20180928222155 20180928221950 20180928221739 20180928221535 20180928221323 20180928221118 20180928220909 20180928220705
2510,5,2520,"JNEP-v202106_J0410_swp",260.61,65.78,2902,22.559,0.0399999991,8,0.00609999988,0.000300000014,0.00100000005,0.00100000005,52,6240.0,5701.02979,1.0,1.023,0.050999999,0.906184018,1.23344004,1.18034995,2.79309011,0.051589299,0.227,2706455908,"L8b2L5Z1L5a1L5Y1",1693442750,3272602670,23.9368515,23.6766491,24.7383156,23.0222683,6.55406809,22.4595623,5.48167324,-0.0621322989,0.00255399989,20180727001533 20180726003212 20180726002946 20180725015023 20180726002737 20180725014818 20180726002524 20180802000600 20180725014609 20180802000355 20180725014404 20180802000141 20180725014058 20180801235935 20180725013853 20180801235729 20180725013501 20180801235524 20180725013256 20180801235316 20180724002833 20180801235111 20180724002618 20180801020626 20180724002412 20180801020420 20180724002157 20180801020213 20180723011108 20180801020005 20180723010841 20180729005837 20180723010510 20180729005626 20180723010026 20180729005420 20180721022341 20180729005214 20180721022107 20180729004947 20180721021818 20180729004726 20180721021547 20180729004520 20180729004310 20180727003038 20180727002833 20180727002619 20180727002413 20180727002200 20180727001954 20180727001738
2508,2,2520,"JNEP-v202106_J0378_swp",260.61,65.78,2902,21.7019997,0.0399999991,8,0.00719999988,0.000500000024,0.00100000005,0.00100000005,4,480.0,477.76001,1.0,0.902999997,0.0419999994,0.803431988,0.987019002,0.914834976,3.95960999,0.0764304027,0.227,3734431342,"HfcGJcZEHcaEHcYE",531064550,4008029280,23.1765137,22.6396427,23.7013092,22.2892799,6.8115449,21.7239952,4.3861413,-0.0400867984,0.00531839021,20180819235934 20180819235727 20180819235521 20180819235041
2509,3,2520,"JNEP-v202106_J0390_swp",260.61,65.78,2902,21.9510002,0.0399999991,8,0.00620000018,0.00039999999,0.00100000005,0.00100000005,12,1440.0,1257.66003,1.0,1.87699997,0.0109999999,1.72398996,1.77411997,1.74162996,2.16278005,0.0196100008,0.227,302784085,"bWGfdUEdbUEdbUEd",4072295089,2335616522,22.888834,23.0509949,24.1126614,21.5690479,7.3524375,21.1798859,5.26646233,-0.124375001,0.0170641001,20190616000215 20190615235938 20190615235717 20190628014225 20190628014010 20190628013741 20190628013530 20190626021120 20190626020904 20190626020653 20190626020442 20190616000459
2507,6,2520,"JNEP-v202106_J0420_swp",260.61,65.78,2902,22.6420002,0.0399999991,8,0.00899999961,0.000500000024,0.00100000005,0.00100000005,12,1440.0,1223.10999,1.0,1.02699995,0.0540000014,0.883163989,1.19260001,1.06519997,2.47392988,0.0617036,0.227,4038425361,"IMInJMHlIMHlIMHl",1308506445,2677070058,23.7090187,23.337368,24.3990326,22.7281742,6.66628647,22.1984615,4.95273495,-0.0634258986,0.00414157985,20190103042327 20190103042120 20190103041517 20190103041301 20180626015838 20180626015550 20180626015154 20180626014724 20180624013806 20180624013553 20180624013341 20180624013024
2471,33,2520,"JNEP-v202106_J0690_swp",260.61,65.78,2902,22.7649994,0.0399999991,8,0.00749999983,0.000500000024,0.0,0.00100000005,44,5280.0,4897.97021,1.0,1.11699998,0.0960000008,0.913811028,1.35107994,1.26335001,3.20512009,0.0503951982,0.227,3118025972,"mPPfmOOfmOOfmOOf",3321025161,2098492120,23.8447399,23.6583214,24.719986,22.9633331,6.79229784,22.4191093,3.54086876,-0.0739653036,0.00312622008,20180727013933 20180727013727 20180727013522 20180727013309 20180727013104 20180726011611 20180726011356 20180726011141 20180726010925 20180725002259 20180725002054 20180725001749 20180725001544 20180725001312 20180725001107 20180725000850 20180725000645 20180724010653 20190723003810 20180724010417 20190723003444 20180724010156 20190723003206 20180724005950 20190723002941 20180723015510 20180729021830 20180723015256 20180729021625 20180723015017 20180729021419 20180723014651 20180729021214 20180721030257 20180729021001 20180721030031 20180729020755 20180721025815 20180729020548 20180721025552 20180729020343 20180727014554 20180727014349 20180727014139
2521,12,2520,"JNEP-v202106_J0480_swp",260.61,65.78,2902,22.7600002,0.0399999991,8,0.00669999979,0.000500000024,0.0,0.00100000005,45,5400.0,5084.12988,1.0,1.03100002,0.0689999983,0.882623971,1.27409005,1.21528995,3.13085008,0.0551735982,0.227,1740726261,"aJZZdHZWaHZWaHZW",3827693767,2281709961,24.0043163,23.7757874,24.8374519,23.1222286,7.48901892,22.6390591,4.82892895,-0.0663990006,0.00232966011,20180724003101 20180729012308 20180723012249 20180729011423 20180723012032 20180729011217 20180723011814 20180729010931 20180723011503 20180729010725 20180721023405 20180729010331 20180721023149 20180729010126 20180721022916 20180727004926 20180721022639 20180727004721 20180727004434 20180727004229 20180727004006 20180727003801 20180727003517 20180727003312 20180726004205 20180726003936 20180726003726 20180726003504 20180725012855 20180725012650 20180725012434 20180725012229 20180725011959 20180725011754 20180725011457 20180725011252 20180725011038 20180725010833 20180802001258 20180724003818 20180802001044 20180724003517 20180802000838 20180724003306 20180729012513
2522,8,2520,"JNEP-v202106_J0440_swp",260.61,65.78,2902,22.8379993,0.0399999991,8,0.00609999988,0.00039999999,0.00100000005,0.00100000005,21,2520.0,2045.92004,1.0,0.98299998,0.0199999996,0.887273014,1.00346994,0.906521976,2.22056007,0.0239744,0.227,3322842210,"UcV5UbS4UbS4UbS4",1371859514,209573916,24.5024319,23.9556503,25.0173149,23.3708324,8.12415314,22.850174,4.70742273,-0.0585136004,0.00215226994,20190715000900 20190715000539 20180719233908 20180719233649 20180719233417 20180719233040 20180719001323 20180719001041 20180719000821 20180719000514 20180714011147 20190723000343 20180714010702 20190723000050 20180714010441 20190722235807 20180714010132 20190722235528 20190715001649 20190715001327 20190715001117
2523,9,2520,"JNEP-v202106_J0450_swp",260.61,65.78,2902,22.493,0.0399999991,8,0.0109000001,0.000699999975,0.00100000005,0.00100000005,4,480.0,476.619995,1.0,0.953999996,0.0489999987,0.836857975,1.11442995,1.00680006,7.60874987,0.0961173996,0.227,3912164305,"M8UAM6S8M6SAM6S7",3166900738,2106595840,23.4132786,22.9804077,24.0420742,22.6712151,6.15038061,22.0737057,4.69245863,-0.0427537002,0.0029355099,20180820000944 20180820000732 20180820000519 20180820000254
2511,58,2520,"JNEP-v202106_gSDSS_swp",260.61,65.78,2902,25.0839996,0.0399999991,8,0.0256999992,0.00109999999,0.00800000038,0.00300000003,151,4530.0,4226.60986,1.0,1.097,0.0410000011,0.915861011,1.11407995,1.03515005,2.2421999,0.0990732983,0.227,3230890693,"EVqLEVnKEVnKEVnK",74279663,3502837925,25.0428619,24.6401405,25.701807,23.9099159,11.321641,23.2477074,5.32926846,-0.0781558976,0.00279058004,20190106053305 20180820005323 20181021204252 20190103045825 20190104060043 20190106053220 20180820005138 20181021204150 20190103045601 20190104055948 20190106053135 20180820005054 20181021204107 20190103045517 20190104055905 20190106053050 20180820005011 20181021204023 20190103045433 20190104055821 20190106053005 20180820004927 20181021203940 20190103045349 20190104055737 20190106052919 20180824020655 20181022204039 20190103053240 20190106052822 20180824020611 20181022203956 20190103053156 20190106052737 20180824020528 20181022203912 20190103053112 20190106052652 20180824020444 20181022203829 20190103053029 20190106052606 20180824020349 20181022203735 20190103052924 20190106052521 20180824020306 20181022203652 20190103052840 20190106052436 20180824020222 20181022203609 20190103052756 20190106052351 20180824020138 20181022203525 20190103052712 20190106052306 20180824020029 20181022203439 20190103052620 20190106052208 20190106055404 20180824015946 20181022203356 20190103052536 20190106052123 20190106055320 20180824015902 20181022203313 20190103052453 20190106052038 20190106055235 20180824015818 20181022203230 20190103052409 20190106051953 20190106055149 20180824015720 20181022203131 20190103052315 20190106051907 20190106055054 20180824015636 20181022203048 20190103052232 20190106051822 20190106055009 20180824015552 20181022203005 20190103052148 20190106051737 20190106054923 20180824015508 20181022202922 20190103052102 20190106051652 20190106054838 20180820010234 20181021205111 20190103050811 20190106051552 20190106054747 20180820010150 20181021205027 20190103050728 20190106051506 20190106054701 20180820010106 20181021204944 20190103050644 20190106051421 20190106054616 20180820010023 20181021204901 20190103050600 20190106051336 20190106054531 20180820005917 20181021204810 20190103050511 20190106051251 20190106054438 20180820005833 20181021204726 20190103050428 20190106051205 20190106054353 20180820005749 20181021204643 20190103050344 20190106051120 20190106054308 20180820005706 20181021204600 20190103050300 20190106054222 20180820005534 20181021204502 20190103050036 20190106051035 20190106053436 20180820005451 20181021204418 20190103045952 20190104060930 20190106053351 20180820005407 20181021204335 20190103045909 20190104060126
2513,60,2520,"JNEP-v202106_iSDSS_swp",260.61,65.78,2902,25.0170002,0.0399999991,8,0.0669,0.0027999999,0.00400000019,0.00800000038,96,2880.0,2522.02002,1.0,1.074,0.0829999968,0.869064987,1.48186004,1.18496001,2.4008801,0.0144106997,0.227,2622860529,"WKgaYKeSWKeYWKeY",976807156,4053654238,23.7903786,23.5344086,24.5960751,22.7901573,11.8408718,22.230854,5.85130405,-0.0866639018,0.00276580988,20190714235943 20180805015452 20180808015322 20180805015408 20180808015238 20190714235859 20180805015322 20180808015114 20190714235816 20180805015238 20180808015030 20190714235733 20180805015154 20180808014946 20190714235641 20180805015111 20180808014901 20190714235558 20180807002916 20190714235514 20180807002833 20190714235431 20180807002749 20190714235330 20180807002705 20181006230131 20190714235247 20180807002613 20181006230048 20190714235204 20180807002529 20181006230004 20190714235120 20190722235259 20180807002445 20181006225920 20181006230342 20190722235215 20180807002402 20181006225837 20181006230258 20190722235132 20180807002300 20181006225705 20181006230215 20190722235048 20180807002216 20181006225622 20190722234919 20180807002132 20181006225538 20190722234835 20180807002049 20181006225455 20190722234751 20180807001948 20181006225411 20190722234708 20180807001905 20181006225327 20190722234606 20180807001819 20181006225244 20190722234522 20180807001733 20181006225200 20190722234439 20180805020212 20180808020253 20190722234355 20180805020129 20180808020210 20190722234253 20180805020046 20180808020126 20190722234209 20180805020003 20180808020042 20190722234126 20180805015917 20180808015748 20190722234042 20180805015833 20180808015705 20190715000257 20180805015750 20180808015621 20190715000214 20180805015707 20180808015537 20190715000130 20180805015618 20180808015449 20190715000047 20180805015535 20180808015405
2476,31,2520,"JNEP-v202106_J0670_swp",260.61,65.78,2902,22.4510002,0.0399999991,8,0.0126,0.00079999998,0.0,0.00200000009,4,480.0,479.519989,1.0,1.523,0.0340000018,1.33951998,1.55500996,1.45441997,2.43927002,0.0312784016,0.227,2711669597,"ke6Hle5Eke5Eke5E",3529597436,2220213917,22.8145504,22.7810478,23.8427124,21.6420841,7.19987106,21.2658634,5.05526018,-0.106642,0.00559125002,20190628023826 20190628023616 20190628023405 20190628023155
2477,27,2520,"JNEP-v202106_J0630_swp",260.61,65.78,2902,22.7700005,0.0399999991,8,0.0136000002,0.000899999985,0.0,0.00200000009,12,1440.0,1299.47998,1.0,1.09800005,0.0780000016,0.899906993,1.23580003,1.21458995,9.99999046,0.0186941996,0.227,2733481029,"X8EHZ5B9X5BGX5B9",3713320861,3240638210,23.2462807,23.0171261,24.0787926,22.5476627,6.93667126,22.0322647,4.59313059,-0.0598897003,0.00356729003,20190103054158 20190103053858 20190103053645 20190103053423 20180626023111 20180626022849 20180626022637 20180626022419 20180624021449 20180624021219 20180624021006 20180624020729
2478,46,2520,"JNEP-v202106_J0820_swp",260.61,65.78,2902,22.1580009,0.0399999991,8,0.0130000003,0.000699999975,0.00100000005,0.00200000009,8,960.0,957.640015,1.0,0.795000017,0.0170000009,0.767467022,0.814164996,0.791803002,9.80900002,0.0233072005,0.227,2512414700,"4bWH5ZTE4aTE4YTE",456782903,233284470,23.1478004,22.4541149,23.5157814,22.2916489,7.19590759,21.7772923,3.52950716,-0.0580764003,0.00295711006,20180919231916 20180919231711 20180919231411 20180919231206 20180919230923 20180919230718 20180919230446 20180919230240
